GW,player_id,name,position,team,value,opponent_display,is_home_display,num_fixtures,predicted_points
35,155,Billy Gilmour,mid,Chelsea,45,Newcastle,1,1,1.53
35,533,Jacob Slater,def,Brighton,40,Newcastle,1,1,1.53
35,814,Luke Shaw,def,Man United,50,Leicester,0,1,1.53
35,1292,Wilfred Ndidi,mid,Leicester,50,Wolves,1,1,1.53
35,38,Alex Palmer,gk,Ipswich,45,Southampton,1,1,1.52
35,554,James Justin,def,Leicester,45,Wolves,1,1,1.52
35,1231,Tom Cairney,mid,Fulham,50,Everton,0,1,1.52
35,282,Danny Welbeck,fwd,Brighton,65,Newcastle,1,1,1.51
35,867,Martin Sherif,fwd,Everton,45,Aston Villa,0,1,1.51
35,1050,Philip Billing,mid,Bournemouth,55,Arsenal,0,1,1.5
35,1083,Rico Henry,def,Brentford,45,Man Utd,1,1,1.5
35,9,Abdukodir Khusanov,def,Man City,50,Crystal Palace,0,1,1.49
35,683,Joshua Zirkzee,fwd,Man United,70,Leicester,0,1,1.49
35,765,Lewis Cook,mid,Bournemouth,50,Arsenal,0,1,1.49
35,816,Luke Woolfenden,def,Ipswich,40,Southampton,1,1,1.49
35,1263,Tyrique George,mid,Chelsea,45,Nott'm Forest,1,1,1.49
35,325,Dominic Calvert-Lewin,fwd,Everton,80,Aston Villa,0,1,1.48
35,582,Jayce Fitzgerald,mid,Man United,45,Leicester,0,1,1.48
35,1015,Omar Marmoush,fwd,Man City,70,Crystal Palace,0,1,1.48
35,1146,Samuel Iling-Junior,mid,Aston Villa,55,Fulham,1,1,1.48
35,1241,Tommy Setford,gk,Arsenal,45,Bournemouth,1,1,1.48
35,914,Maxence Lacroix,def,Crystal Palace,45,Ipswich,1,1,1.46
35,1110,Ruairi McConville,def,Brighton,40,Newcastle,1,1,1.46
35,1186,Stefan Bajcetic Maquieira,mid,Liverpool,45,Brentford,0,1,1.46
35,161,Boubakary Soumare,mid,Leicester,45,Wolves,1,1,1.45
35,239,Cieran Slicker,gk,Ipswich,40,Southampton,1,1,1.45
35,1270,Victor Lindelof,def,Man United,45,Leicester,0,1,1.45
35,487,Ibrahima Konate,def,Liverpool,50,Brentford,0,1,1.44
35,856,Marcus Tavernier,mid,Bournemouth,50,Arsenal,0,1,1.44
35,1003,Ola Aina,def,Nottingham Forest,45,Spurs,1,1,1.44
35,1071,Remy Rees-Dottin,fwd,Bournemouth,45,Arsenal,0,1,1.43
35,1275,Vitalii Mykolenko,def,Everton,45,Aston Villa,0,1,1.43
35,296,Dean Henderson,gk,Nottingham Forest,45,Ipswich,1,1,1.42
35,397,Felipe Rodrigues da Silva,def,Nottingham Forest,45,Spurs,1,1,1.42
35,429,George Edmundson,def,Ipswich,40,Southampton,1,1,1.42
35,462,Harry Clarke,def,Ipswich,40,Southampton,1,1,1.42
35,312,Diego Carlos Santos Silva,def,Aston Villa,50,Fulham,1,1,1.41
35,1010,Oliver Skipp,mid,Tottenham,45,Wolves,1,1,1.41
35,111,Ashley Young,def,Aston Villa,45,Aston Villa,0,1,1.4
35,985,Nicolas Dominguez,mid,Nottingham Forest,50,Spurs,1,1,1.4
35,515,Jack Fletcher,mid,Man United,45,Leicester,0,1,1.39
35,203,Carlos Miguel dos Santos Pereira,gk,Nottingham Forest,45,Spurs,1,1,1.38
35,430,George Hirst,fwd,Ipswich,55,Southampton,1,1,1.38
35,825,Mads Roerslev Rasmussen,def,Brentford,45,Man Utd,1,1,1.38
35,1038,Patson Daka,fwd,Leicester,60,Wolves,1,1,1.38
35,92,Antoine Semenyo,mid,Bournemouth,55,Arsenal,0,1,1.37
35,488,Idrissa Gueye,mid,Everton,50,Aston Villa,0,1,1.37
35,199,Carlos Alcaraz Duran Duran,mid,Southampton,50,Aston Villa,0,1,1.36
35,400,Filip Jorgensen,gk,Chelsea,45,Nott'm Forest,1,1,1.36
35,408,Francisco Evanilson de Lima Barbosa,fwd,Bournemouth,60,Arsenal,0,1,1.36
35,1058,Ramon Sosa,mid,Nottingham Forest,55,Spurs,1,1,1.36
35,1119,Ryan Christie,mid,Bournemouth,55,Arsenal,0,1,1.36
35,1297,Will Hughes,mid,Crystal Palace,50,Ipswich,1,1,1.36
35,1303,Willy Boly,def,Wolves,45,Spurs,1,1,1.36
35,1328,Zach Marsh,fwd,Crystal Palace,45,Ipswich,1,1,1.36
35,255,Conor Townsend,def,Ipswich,40,Southampton,1,1,1.35
35,399,Ferdi Kadioglu,def,Brighton,45,Newcastle,1,1,1.35
35,1073,Renato Palma Veiga,mid,Chelsea,45,Nott'm Forest,1,1,1.35
35,141,Ben Winterburn,mid,Bournemouth,45,Arsenal,0,1,1.34
35,713,Keane Lewis-Potter,mid,Brentford,55,Man Utd,1,1,1.34
35,938,Miodrag Pivas,def,Newcastle,40,West Ham,0,1,1.34
35,478,Hubert Graczyk,gk,Man United,40,Leicester,0,1,1.33
35,578,Jason Steele,gk,Brighton,40,Newcastle,1,1,1.33
35,722,Kevin Schade,mid,Brentford,50,Man Utd,1,1,1.33
35,207,Carlos Vinicius Alves Morais,fwd,Fulham,55,Everton,0,1,1.32
35,1316,Yegor Yarmoliuk,mid,Brentford,44,Man Utd,1,1,1.32
35,842,Marc Guiu Paz,fwd,Chelsea,50,Nott'm Forest,1,1,1.31
35,489,Igor Julio dos Santos de Paulo,def,Brighton,45,Newcastle,1,1,1.3
35,576,Jarrad Branthwaite,def,Everton,40,Aston Villa,0,1,1.3
35,1331,Zain Silcott-Duberry,mid,Bournemouth,45,Arsenal,0,1,1.3
35,192,Cameron Burgess,def,Ipswich,40,Southampton,1,1,1.29
35,966,Nathan Collins,def,Wolves,45,Man Utd,1,1,1.29
35,974,Nathaniel Clyne,def,Crystal Palace,45,Ipswich,1,1,1.29
35,411,Frank Onyeka,mid,Brentford,50,Man Utd,1,1,1.28
35,464,Harry Maguire,def,Man United,50,Leicester,0,1,1.28
35,729,Kiernan Dewsbury-Hall,mid,Leicester,50,Nott'm Forest,1,1,1.28
35,572,Jan Paul van Hecke,def,Brighton,40,Newcastle,1,1,1.27
35,662,Jorge Cuenca Barreno,def,Fulham,45,Everton,0,1,1.26
35,883,Matheus Luiz Nunes,mid,Wolves,50,Crystal Palace,0,1,1.26
35,1255,Tyler Fredricson,def,Man United,40,Leicester,0,1,1.26
35,904,Matthijs de Ligt,def,Man United,50,Leicester,0,1,1.25
35,741,Kristoffer Ajer,def,Brentford,45,Man Utd,1,1,1.23
35,801,Luis Sinisterra Lucumi,mid,Bournemouth,55,Arsenal,0,1,1.23
35,180,Caleb Wiley,def,Chelsea,40,Nott'm Forest,1,1,1.21
35,342,Eddie Nketiah,fwd,Arsenal,70,Ipswich,1,1,1.2
35,518,Jack Hinshelwood,mid,Brighton,45,Newcastle,1,1,1.19
35,545,Jakub Stolarczyk,gk,Leicester,40,Wolves,1,1,1.19
35,762,Levi Colwill,def,Brighton,45,Nott'm Forest,1,1,1.18
35,922,Michael Kayode,def,Brentford,45,Man Utd,1,1,1.17
35,954,Mykhailo Mudryk,mid,Chelsea,70,Nott'm Forest,1,1,1.17
35,586,Jayden Meghoma,def,Brentford,40,Man Utd,1,1,1.15
35,101,Arijanet Muric,gk,Burnley,45,Southampton,1,1,1.14
35,552,James Garner,mid,Man United,45,Aston Villa,0,1,1.13
35,676,Josh Dasilva,mid,Brentford,45,Man Utd,1,1,1.13
35,1129,Ryan Yates,mid,Nottingham Forest,50,Spurs,1,1,1.13
35,221,Cheick Doucoure,mid,Crystal Palace,50,Ipswich,1,1,1.12
35,305,Deniz Undav,fwd,Brighton,55,Newcastle,1,1,1.12
35,734,Kobbie Mainoo,mid,Man United,45,Leicester,0,1,1.12
35,984,Nico O'Reilly,mid,Man City,45,Crystal Palace,0,1,1.11
35,261,Curtis Jones,mid,Liverpool,50,Brentford,0,1,1.1
35,600,Jesper Lindstrom,mid,Everton,55,Aston Villa,0,1,1.1
35,935,Mikkel Damsgaard,mid,Brentford,55,Man Utd,1,1,1.1
35,653,Jonny Evans,def,Leicester,45,Leicester,0,1,1.09
35,1157,Scott McTominay,mid,Man United,50,Leicester,0,1,1.09
35,575,Jarell Quansah,def,Liverpool,40,Brentford,0,1,1.08
35,756,Leny Yoro,def,Man United,45,Leicester,0,1,1.08
35,1037,Patrick Dorgu,def,Man United,45,Leicester,0,1,1.08
35,1327,Zach Abbott,def,Nottingham Forest,40,Spurs,1,1,1.06
35,19,Adama Traore,mid,Wolves,55,Everton,0,1,1.05
35,200,Carlos Baleba,mid,Brighton,45,Newcastle,1,1,1.05
35,457,Harrison Armstrong,mid,Everton,45,Aston Villa,0,1,1.05
35,498,Isaac Heath,mid,Everton,45,Aston Villa,0,1,1.05
35,538,Jadon Sancho,mid,Man United,75,Nott'm Forest,1,1,1.05
35,850,Marcos Senesi,def,Bournemouth,45,Arsenal,0,1,1.04
35,977,Neal Maupay,fwd,Brighton,65,Aston Villa,0,1,1.04
35,41,Alex Scott,mid,Bournemouth,50,Arsenal,0,1,1.03
35,1108,Ross Barkley,mid,Chelsea,50,Fulham,1,1,1.03
35,352,Elliot Anderson,mid,Newcastle,45,Spurs,1,1,1.02
35,613,Joao Felix Sequeira,mid,Chelsea,65,Nott'm Forest,1,1,1.02
35,978,Neco Williams,def,Nottingham Forest,40,Spurs,1,1,1.02
35,16,Adam Smith,def,Bournemouth,45,Arsenal,0,1,1.01
35,833,Malo Gusto,def,Chelsea,40,Nott'm Forest,1,1,1.01
35,1084,Rico Lewis,def,Man City,40,Crystal Palace,0,1,0.99
35,466,Harry Toffolo,def,Nottingham Forest,45,Spurs,1,1,0.98
35,636,Joe Worrall,def,Nottingham Forest,45,Spurs,1,1,0.98
35,737,Konstantinos Tsimikas,def,Liverpool,45,Brentford,0,1,0.98
35,994,Noni Madueke,mid,Chelsea,55,Nott'm Forest,1,1,0.98
35,1142,Samuel Amissah,def,Fulham,40,Everton,0,1,0.96
35,1203,Tariq Lamptey,def,Brighton,45,Newcastle,1,1,0.96
35,1243,Tosin Adarabioyo,def,Fulham,45,Nott'm Forest,1,1,0.96
35,102,Armando Broja,fwd,Chelsea,55,Aston Villa,0,1,0.95
35,1020,Orel Mangala,mid,Nottingham Forest,50,Aston Villa,0,1,0.95
35,1044,Pedro Lomba Neto,mid,Wolves,55,Nott'm Forest,1,1,0.95
35,1153,Sasa Lukic,mid,Fulham,45,Everton,0,1,0.95
35,1282,Wataru Endo,mid,Liverpool,55,Brentford,0,1,0.93
35,159,Boubacar Kamara,mid,Aston Villa,50,Fulham,1,1,0.9
35,603,Jhon Duran,fwd,Aston Villa,55,Fulham,1,1,0.9
35,876,Mateo Kovacic,mid,Chelsea,50,Crystal Palace,0,1,0.9
35,131,Ben Godfrey,def,Everton,45,Southampton,1,1,0.89
35,1147,Samuel Rak-Sakyi,mid,Chelsea,45,Nott'm Forest,1,1,0.89
35,1183,Spike Brits,gk,Man City,40,Crystal Palace,0,1,0.89
35,39,Alex Paulsen,gk,Bournemouth,40,Arsenal,0,1,0.88
35,99,Archie Harris,def,Bournemouth,40,Arsenal,0,1,0.88
35,840,Marc Cucurella Saseta,def,Chelsea,50,Nott'm Forest,1,1,0.88
35,687,Julian Araujo Zuniga,def,Bournemouth,45,Arsenal,0,1,0.87
35,1063,Raul Jimenez,fwd,Wolves,70,Everton,0,1,0.86
35,1248,Trevoh Chalobah,def,Chelsea,50,Nott'm Forest,1,1,0.86
35,780,Lloyd Kelly,def,Bournemouth,45,West Ham,0,1,0.83
35,1079,Ricardo Barbosa Pereira,def,Leicester,45,Wolves,1,1,0.83
35,1277,Vitezslav Jaros,gk,Liverpool,40,Brentford,0,1,0.83
35,1124,Ryan Gravenberch,mid,Liverpool,50,Brentford,0,1,0.82
35,355,Elyh Harrison,gk,Man United,40,Leicester,0,1,0.81
35,559,James Milner,mid,Liverpool,45,Newcastle,1,1,0.81
35,779,Lisandro Martinez,def,Man United,45,Leicester,0,1,0.79
35,898,Matt Turner,gk,Arsenal,40,Ipswich,1,1,0.76
35,997,Noussair Mazraoui,def,Man United,45,Leicester,0,1,0.76
35,148,Benoit Badiashile,def,Chelsea,50,Nott'm Forest,1,1,0.75
35,886,Mathias Jorgensen,def,Brentford,40,Man Utd,1,1,0.75
35,297,Dean Huijsen,def,Bournemouth,45,Arsenal,0,1,0.74
35,540,Jaidon Anthony,mid,Bournemouth,55,Arsenal,0,1,0.74
35,1265,Valentin Barco,def,Brighton,40,Newcastle,1,1,0.74
35,690,Julio Soler,def,Bournemouth,40,Arsenal,0,1,0.73
35,871,Mason Mount,mid,Chelsea,80,Leicester,0,1,0.73
35,768,Lewis Hall,def,Chelsea,45,West Ham,0,1,0.72
35,181,Callan McKenna,gk,Bournemouth,40,Arsenal,0,1,0.7
35,752,Leander Dendoncker,mid,Wolves,50,Fulham,1,1,0.7
35,77,Andrew Omobamidele,def,Nottingham Forest,45,Spurs,1,1,0.68
35,873,Matai Akinmboni,def,Bournemouth,40,Arsenal,0,1,0.68
35,923,Michael Keane,def,Everton,45,Aston Villa,0,1,0.68
35,1,Aaron Anselmino,def,Chelsea,40,Nott'm Forest,1,1,0.67
35,4,Aaron Hickey,def,Brentford,50,Man Utd,1,1,0.67
35,275,Daniel Iversen,gk,Leicester,40,Wolves,1,1,0.66
35,307,Dermot Mee,gk,Man United,40,Leicester,0,1,0.66
35,505,Issa Kabore,def,Luton,40,Crystal Palace,0,1,0.66
35,1175,Shumaira Mheuka,fwd,Chelsea,45,Nott'm Forest,1,1,0.66
35,1300,William Osula,fwd,Sheffield Utd,45,West Ham,0,1,0.63
35,1102,Roman Dixon,def,Everton,40,Aston Villa,0,1,0.62
35,1159,Seamus Coleman,def,Everton,45,Aston Villa,0,1,0.62
35,557,James McAtee,mid,Man City,45,Crystal Palace,0,1,0.61
35,134,Ben Johnson,def,West Ham,45,Southampton,1,1,0.6
35,770,Lewis Miley,mid,Newcastle,45,West Ham,0,1,0.6
35,485,Ibrahim Sangare,mid,Nottingham Forest,50,Spurs,1,1,0.59
35,969,Nathan Patterson,def,Everton,40,Aston Villa,0,1,0.59
35,1259,Tyrell Malacia,def,Man United,45,Leicester,0,1,0.59
35,381,Ethan Wheatley,fwd,Man United,45,Leicester,0,1,0.57
35,936,Milos Kerkez,def,Bournemouth,45,Arsenal,0,1,0.57
35,1022,Oscar Bobb,mid,Man City,45,Crystal Palace,0,1,0.57
35,1086,Rob Holding,def,Arsenal,45,Ipswich,1,1,0.57
35,623,Joe Gauci,gk,Aston Villa,40,Fulham,1,1,0.56
35,321,Divin Mubama,fwd,West Ham,45,Crystal Palace,0,1,0.55
35,1066,Reece James,def,Chelsea,60,Nott'm Forest,1,1,0.55
35,908,Max Aarons,def,Bournemouth,45,Arsenal,0,1,0.52
35,389,Fabio Freitas Gouveia Carvalho,mid,Liverpool,55,Man Utd,1,1,0.51
35,465,Harry Souttar,def,Leicester,45,Wolves,1,1,0.51
35,633,Joe White,mid,Newcastle,45,West Ham,0,1,0.51
35,766,Lewis Dobbin,mid,Everton,45,Fulham,1,1,0.5
35,145,Benjamin Arthur,def,Brentford,40,Man Utd,1,1,0.49
35,291,David Datro Fofana,fwd,Chelsea,50,Nott'm Forest,1,1,0.49
35,1127,Ryan Sessegnon,def,Tottenham,45,Everton,0,1,0.49
35,815,Luke Thomas,def,Leicester,45,Wolves,1,1,0.48
35,1230,Toby Collyer,mid,Man United,45,Leicester,0,1,0.48
35,494,Illia Zabarnyi,def,Bournemouth,45,Arsenal,0,1,0.47
35,359,Emile Smith Rowe,mid,Arsenal,60,Everton,0,1,0.46
35,711,Kasey McAteer,mid,Leicester,45,Wolves,1,1,0.46
35,882,Matheus Franca de Oliveira,mid,Crystal Palace,50,Ipswich,1,1,0.46
35,1229,Tino Livramento,def,Southampton,45,West Ham,0,1,0.46
35,1219,Thomas Cannon,fwd,Everton,45,Wolves,1,1,0.45
35,49,Alfie Gilchrist,def,Chelsea,40,Nott'm Forest,1,1,0.44
35,1068,Reiss Nelson,mid,Arsenal,50,Everton,0,1,0.43
35,213,Cesare Casadei,mid,Chelsea,45,Nott'm Forest,1,1,0.42
35,546,Jamaal Lascelles,def,Newcastle,45,West Ham,0,1,0.42
35,277,Daniel Jebbison,fwd,Sheffield Utd,50,Arsenal,0,1,0.41
35,393,Facundo Pellistri Rebollo,mid,Man United,45,Leicester,0,1,0.41
35,705,Kalvin Phillips,mid,Man City,50,Southampton,1,1,0.4
35,1253,Tyler Adams,mid,Leeds,50,Arsenal,0,1,0.38
35,1281,Wanya Marcal-Madivadua,mid,Leicester,45,Wolves,1,1,0.37
35,897,Matt Targett,def,Newcastle,50,West Ham,0,1,0.35
35,450,Hakon Valdimarsson,gk,Brentford,40,Man Utd,1,1,0.33
35,358,Emil Krafth,def,Newcastle,45,West Ham,0,1,0.32
35,727,Kieran Tierney,def,Arsenal,50,Bournemouth,1,1,0.32
35,1000,Odeluga Offiah,def,Brighton,40,Newcastle,1,1,0.32
35,227,Chris Mepham,def,Bournemouth,45,Arsenal,0,1,0.31
35,364,Emmanuel Dennis,fwd,Nottingham Forest,60,Spurs,1,1,0.31
35,544,Jakub Moder,mid,Brighton,45,Newcastle,1,1,0.31
35,1176,Sil Swinkels,def,Aston Villa,40,Fulham,1,1,0.31
35,1187,Stefan Ortega Moreno,gk,Man City,40,Crystal Palace,0,1,0.3
35,1104,Romeo Lavia,mid,Southampton,45,Nott'm Forest,1,1,0.29
35,209,Carney Chukwuemeka,mid,Chelsea,45,Nott'm Forest,1,1,0.28
35,456,Hannibal Mejbri,mid,Man United,45,Leicester,0,1,0.28
35,689,Julio Enciso,mid,Brighton,55,Southampton,1,1,0.28
35,1150,Sandro Tonali,mid,Newcastle,55,West Ham,0,1,0.27
35,681,Josh Wilson-Esbrand,def,Man City,40,Crystal Palace,0,1,0.26
35,581,Jay Stansfield,fwd,Fulham,45,Everton,0,1,0.25
35,146,Benjamin Fredrick,def,Brentford,40,Man Utd,1,1,0.24
35,327,Dominic Sadi,mid,Bournemouth,45,Arsenal,0,1,0.24
35,862,Mark Travers,gk,Bournemouth,45,Arsenal,0,1,0.24
35,1323,Youssef Ramalho Chermiti,fwd,Everton,50,Aston Villa,0,1,0.24
35,60,Amad Diallo,mid,Man United,45,Leicester,0,1,0.23
35,143,Benicio Baker-Boaitey,mid,Brighton,45,Newcastle,1,1,0.23
35,671,Josh Acheampong,def,Chelsea,40,Nott'm Forest,1,1,0.23
35,1288,Wesley Fofana,def,Leicester,45,Nott'm Forest,1,1,0.23
35,1283,Wayne Hennessey,gk,Nottingham Forest,40,Spurs,1,1,0.22
35,955,Myles Lewis-Skelly,mid,Arsenal,45,Bournemouth,1,1,0.21
35,290,David Brooks,mid,Bournemouth,55,Arsenal,0,1,0.2
35,1271,Viljami Sinisalo,gk,Aston Villa,40,Fulham,1,1,0.2
35,748,Lamare Bogarde,def,Aston Villa,40,Fulham,1,1,0.19
35,1099,Romain Faivre,mid,Bournemouth,50,Arsenal,0,1,0.18
35,468,Harry Winks,mid,Tottenham,45,Wolves,1,1,0.17
35,584,Jayden Danns,fwd,Liverpool,45,Brentford,0,1,0.17
35,599,Jeremy Sarmiento Morante,mid,Brighton,45,Newcastle,1,1,0.17
35,861,Mark O'Mahony,fwd,Brighton,45,Newcastle,1,1,0.17
35,196,Caoimhin Kelleher,gk,Liverpool,40,Brentford,0,1,0.15
35,738,Kortney Hause,def,Aston Villa,45,Fulham,1,1,0.15
35,960,Naouirou Ahamada,mid,Crystal Palace,45,Ipswich,1,1,0.15
35,1016,Omar Richards,def,Nottingham Forest,45,Spurs,1,1,0.15
35,1091,Robin Olsen,gk,Aston Villa,40,Fulham,1,1,0.15
35,299,Deivid Washington de Souza Eugenio,fwd,Chelsea,45,Nott'm Forest,1,1,0.14
35,500,Ishe Samuels-Smith,def,Everton,40,Nott'm Forest,1,1,0.14
35,677,Josh King,mid,Fulham,45,Everton,0,1,0.14
35,63,Amara Nallo,def,Liverpool,40,Brentford,0,1,0.13
35,194,Cameron Peupion,mid,Brighton,45,Newcastle,1,1,0.12
35,378,Ethan Nwaneri,mid,Arsenal,45,Bournemouth,1,1,0.12
35,830,Malang Sarr,def,Chelsea,50,Nott'm Forest,1,1,0.12
35,651,Jonathan Panzo,def,Nottingham Forest,40,Spurs,1,1,0.11
35,156,Bobby Clark,mid,Liverpool,45,Brentford,0,1,0.1
35,293,David Ozoh,mid,Crystal Palace,45,Ipswich,1,1,0.1
35,595,Jenson Metcalfe,mid,Everton,45,Aston Villa,0,1,0.1
35,112,Asmir Begovic,gk,Everton,40,Aston Villa,0,1,0.09
35,558,James McConnell,mid,Liverpool,45,Brentford,0,1,0.09
35,34,Alex Mighten,mid,Nottingham Forest,50,Spurs,1,1,0.08
35,270,Daniel Adu-Adjei,fwd,Bournemouth,45,Arsenal,0,1,0.05
35,703,Kaine Kesler Hayden,def,Aston Villa,40,Fulham,1,1,0.05
35,1002,Odysseas Vlachodimos,gk,Nottingham Forest,45,West Ham,0,1,0.05
35,84,Angelo Gabriel Borges Damaceno,mid,Chelsea,50,Nott'm Forest,1,1,0.03
35,452,Hamed Traore,mid,Bournemouth,45,Arsenal,0,1,0.03
35,699,Kaden Rodney,mid,Crystal Palace,45,Ipswich,1,1,0.03
35,828,Mahmoud Dahoud,mid,Brighton,50,Newcastle,1,1,0.03
35,1234,Tom Heaton,gk,Man United,40,Leicester,0,1,0.02
35,65,Amario Cozier-Duberry,mid,Arsenal,45,Newcastle,1,1,0.01
35,376,Ethan Brierley,mid,Brentford,45,Man Utd,1,1,0.01
35,460,Harry Amass,def,Man United,40,Leicester,0,1,-0
35,615,Joao Neves Virginia,gk,Everton,40,Aston Villa,0,1,-0
35,693,Jurrien Timber,def,Arsenal,50,Bournemouth,1,1,0
35,1018,Omari Hutchinson,mid,Chelsea,45,Southampton,1,1,-0
35,1166,Sepp van den Berg,def,Liverpool,40,Man Utd,1,1,-0
35,401,Filip Marschall,gk,Aston Villa,40,Fulham,1,1,-0.01
35,453,Hamza Choudhury,mid,Leicester,45,Wolves,1,1,-0.01
35,851,Marcus Bettinelli,gk,Chelsea,40,Nott'm Forest,1,1,-0.01
35,1224,Tim Iroegbunam,mid,Aston Villa,45,Aston Villa,0,1,-0.01
35,698,Kadan Young,mid,Aston Villa,45,Fulham,1,1,-0.02
35,831,Malcolm Ebiowei,mid,Crystal Palace,45,Ipswich,1,1,-0.02
35,870,Mason Holgate,def,Everton,45,Aston Villa,0,1,-0.02
35,547,Jamal Lewis,def,Newcastle,45,West Ham,0,1,-0.03
35,1011,Oliwier Zych,gk,Aston Villa,40,Fulham,1,1,-0.03
35,1103,Romelu Lukaku Bolingoli,fwd,Chelsea,70,Nott'm Forest,1,1,-0.03
35,422,Garang Kuol,mid,Newcastle,45,West Ham,0,1,-0.04
35,497,Isaac Hayden,mid,Newcastle,45,West Ham,0,1,-0.04
35,975,Nathaniel Phillips,def,Liverpool,40,Brentford,0,1,-0.04
35,76,Andrew Moran,mid,Brighton,45,Newcastle,1,1,-0.05
35,470,Harvey Davies,gk,Liverpool,40,Brentford,0,1,-0.06
35,771,Lewis O'Brien,mid,Nottingham Forest,50,Spurs,1,1,-0.06
35,810,Luke Harris,mid,Fulham,45,Everton,0,1,-0.06
35,36,Alex Murphy,def,Newcastle,40,West Ham,0,1,-0.07
35,697,Kacper Kozlowski,mid,Brighton,45,Newcastle,1,1,-0.07
35,534,Jacob Wright,mid,Man City,45,Crystal Palace,0,1,-0.08
35,721,Kevin Mbabu,def,Fulham,45,Everton,0,1,-0.08
35,482,Hwang Ui-jo,fwd,Nottingham Forest,45,Spurs,1,1,-0.1
35,491,Iliman Ndiaye,fwd,Sheffield Utd,55,Aston Villa,0,1,-0.1
35,911,Max Kinsey-Wellings,def,Bournemouth,40,Arsenal,0,1,-0.1
35,553,James Hill,def,Bournemouth,45,Arsenal,0,1,-0.11
35,130,Ben Doak,mid,Liverpool,45,Brentford,0,1,-0.12
35,542,Jake O'Brien,def,Crystal Palace,40,Aston Villa,0,1,-0.12
35,1192,Steven Benda,gk,Fulham,40,Everton,0,1,-0.12
35,1314,Yasin Ayari,mid,Brighton,45,Newcastle,1,1,-0.12
35,1296,Will Dennis,gk,Bournemouth,40,Arsenal,0,1,-0.13
35,1128,Ryan Trevitt,mid,Brentford,45,Man Utd,1,1,-0.14
35,79,Andrey Nascimento dos Santos,mid,Chelsea,45,Nott'm Forest,1,1,-0.15
35,672,Josh Bowler,mid,Nottingham Forest,45,Spurs,1,1,-0.15
35,956,Myles Peart-Harris,mid,Brentford,45,Man Utd,1,1,-0.15
35,1069,Remi Matthews,gk,Crystal Palace,40,Ipswich,1,1,-0.15
35,1078,Rhys Williams,def,Liverpool,40,Brentford,0,1,-0.16
35,573,Jannik Vestergaard,def,Leicester,40,Wolves,1,1,-0.17
35,792,Lucas Bergstrom,gk,Chelsea,40,Nott'm Forest,1,1,-0.18
35,864,Martial Godo,mid,Fulham,45,Everton,0,1,-0.18
35,1155,Scott Carson,gk,Man City,40,Crystal Palace,0,1,-0.18
35,1249,Treymaurice Nyoni,mid,Liverpool,45,Brentford,0,1,-0.18
35,710,Karl Hein,gk,Arsenal,40,Bournemouth,1,1,-0.21
35,58,Altay Bayindir,gk,Man United,40,Leicester,0,1,-0.23
35,965,Nathan Butler-Oyedeji,fwd,Arsenal,45,Bournemouth,1,1,-0.24
35,1019,Omari Kellyman,mid,Aston Villa,45,Nott'm Forest,1,1,-0.24
35,602,Jesurun Rak-Sakyi,mid,Crystal Palace,45,Ipswich,1,1,-0.25
35,776,Liam Delap,fwd,Man City,45,Southampton,1,1,-0.42
36,374,Erling Haaland,fwd,Man City,115,Leicester,1,1,5.91
36,943,Mohamed Salah,mid,Liverpool,130,West Ham,1,1,5.43
36,176,Bukayo Saka,mid,Arsenal,80,Liverpool,0,1,5.24
36,171,Bruno Borges Fernandes,mid,Man United,100,Man City,1,1,5.14
36,866,Martin Odegaard,mid,Arsenal,65,Liverpool,0,1,5.03
36,1048,Phil Foden,mid,Man City,80,Leicester,1,1,4.77
36,1034,Pascal Gross,mid,Brighton,55,Wolves,0,1,4.74
36,728,Kieran Trippier,def,Newcastle,50,Crystal Palace,1,1,4.63
36,298,Declan Rice,mid,West Ham,50,Liverpool,0,1,4.58
36,419,Gabriel Martinelli Silva,mid,Arsenal,60,Liverpool,0,1,4.55
36,147,Benjamin White,def,Arsenal,45,Liverpool,0,1,4.53
36,45,Alexis Mac Allister,mid,Brighton,55,West Ham,1,1,4.36
36,1014,Ollie Watkins,fwd,Aston Villa,75,Bournemouth,0,1,4.36
36,1301,William Saliba,def,Arsenal,45,Liverpool,0,1,4.05
36,44,Alexander Isak,fwd,Newcastle,70,Crystal Palace,1,1,3.98
36,1094,Rodrigo Hernandez,mid,Man City,60,Leicester,1,1,3.88
36,1274,Virgil van Dijk,def,Liverpool,65,West Ham,1,1,3.81
36,492,Ilkay Gundogan,mid,Man City,75,Leicester,1,1,3.8
36,659,Jordan Pickford,gk,Everton,45,Everton,1,1,3.79
36,53,Alisson Ramses Becker,gk,Liverpool,55,West Ham,1,1,3.77
36,986,Nicolas Jackson,fwd,Chelsea,70,Spurs,0,1,3.74
36,1247,Trent Alexander-Arnold,def,Liverpool,75,West Ham,1,1,3.73
36,266,Dan Burn,def,Newcastle,45,Crystal Palace,1,1,3.71
36,562,James Tarkowski,def,Everton,45,Everton,1,1,3.71
36,387,Fabian Schar,def,Newcastle,45,Crystal Palace,1,1,3.69
36,278,Daniel Munoz,def,Crystal Palace,45,Fulham,0,1,3.68
36,150,Bernd Leno,gk,Fulham,45,Brentford,1,1,3.67
36,89,Anthony Gordon,mid,Everton,55,Crystal Palace,1,1,3.64
36,469,Harvey Barnes,mid,Leicester,70,Crystal Palace,1,1,3.6
